"Time","Fuel system status: Fuel system A","Fuel system status: Fuel system B","Calculated engine load [%]","Engine Coolant Temperature [°C]","Short Term Fuel Trim - Bank 1 [%]","Long Term Fuel Trim - Bank 1 [%]","Intake Manifold Absolute Pressure [kPa]","Engine RPM [RPM]","Vehicle Speed Sensor [km/h]","Ignition Timing Advance for #1 Cylinder","Intake Air Temperature [°C]","Absolute Throttle Position [%]","OBD requirements to which vehicle is certified","Distance Traveled While MIL is Activated [km]","Fuel consumption [l/100km]","Battery voltage [V]"
14:09:33.362,,,,"93",,,,"1539","19",,"46",,,,,
14:09:33.538,,,,"93",,,,"1539","16",,"46",,,,,
14:09:33.801,,,,,,,,,,,,,,,,
14:09:33.988,,,,"93",,,,"1539","16",,"45",,,,,
14:09:34.171,,,,,,,,,,,,,,,,
14:09:34.335,,,,,,,,,,,,,,,,
14:09:34.495,,,,,,,,,,,,,,,,
14:09:35.298,,,,,,,,,,,,,,,,
14:09:35.644,,,,,,,,,,,,,,,,
14:09:36.047,,,,,,,,,,,,,,,,
14:09:36.047,,,,,,,,,,,,,,,,
14:09:36.118,,,,,,,,,,,,,,,,
14:09:36.190,,,,"93",,,,"1539","16",,"45",,,,,
14:09:36.269,,,,,,,,,,,,,,,,
14:09:36.341,,,,,,,,,,,,,,,,
14:09:36.405,,,,,,,,,,,,,,,,
14:09:36.477,,,,"93",,,,"1414","16",,"45",,,,,
14:09:36.549,,,,"93",,,,"1414","14",,"45",,,,,
14:09:36.624,,,,,,,,,,,,,,,,
14:09:36.695,,,,"93",,,,"1414","14",,"46",,,,,
14:09:36.768,,,,,,,,,,,,,,,,
14:09:36.832,,,,,,,,,,,,,,,,
14:09:36.896,,,,,,,,,,,,,,,,
14:09:37.187,,,,,,,,,,,,,,,,
14:09:37.425,,,,,,,,,,,,,,,,
14:09:37.682,,,,,,,,,,,,,,,,
14:09:37.682,,,,,,,,,,,,,,,,
14:09:37.752,,,,,,,,,,,,,,,,
14:09:37.823,,,,"92",,,,"1414","14",,"46",,,,,
14:09:37.895,,,,,,,,,,,,,,,,
14:09:37.966,,,,,,,,,,,,,,,,
14:09:38.039,,,,,,,,,,,,,,,,
14:09:38.109,,,,"92",,,,"1914","14",,"46",,,,,
14:09:38.179,,,,"92",,,,"1914","20",,"46",,,,,
14:09:38.251,,,,,,,,,,,,,,,,
14:09:38.324,,,,"92",,,,"1914","20",,"46",,,,,
14:09:38.390,,,,,,,,,,,,,,,,
14:09:38.463,,,,,,,,,,,,,,,,
14:09:38.535,,,,,,,,,,,,,,,,
14:09:38.818,,,,,,,,,,,,,,,,
14:09:39.066,,,,,,,,,,,,,,,,
14:09:39.345,,,,,,,,,,,,,,,,
14:09:39.345,,,,,,,,,,,,,,,,
14:09:39.422,,,,,,,,,,,,,,,,
14:09:39.487,,,,"92",,,,"1914","20",,"46",,,,,
14:09:39.559,,,,,,,,,,,,,,,,
14:09:39.624,,,,,,,,,,,,,,,,
14:09:39.696,,,,,,,,,,,,,,,,
14:09:39.767,,,,"92",,,,"1393","20",,"46",,,,,
14:09:39.834,,,,"92",,,,"1393","23",,"46",,,,,
14:09:39.908,,,,,,,,,,,,,,,,
14:09:39.976,,,,"92",,,,"1393","23",,"46",,,,,
14:09:40.054,,,,,,,,,,,,,,,,
14:09:40.119,,,,,,,,,,,,,,,,
14:09:40.191,,,,,,,,,,,,,,,,
14:09:40.472,,,,,,,,,,,,,,,,
14:09:40.720,,,,,,,,,,,,,,,,
14:09:41.026,,,,,,,,,,,,,,,,
14:09:41.026,,,,,,,,,,,,,,,,
14:09:41.095,,,,,,,,,,,,,,,,
14:09:41.165,,,,"91",,,,"1393","23",,"46",,,,,
14:09:41.239,,,,,,,,,,,,,,,,
14:09:41.322,,,,,,,,,,,,,,,,
14:09:41.384,,,,,,,,,,,,,,,,
14:09:41.456,,,,"91",,,,"1597","23",,"46",,,,,
14:09:41.528,,,,"91",,,,"1597","26",,"46",,,,,
14:09:41.597,,,,,,,,,,,,,,,,
14:09:41.667,,,,"91",,,,"1597","26",,"45",,,,,
14:09:41.738,,,,,,,,,,,,,,,,
14:09:41.810,,,,,,,,,,,,,,,,
14:09:41.883,,,,,,,,,,,,,,,,
14:09:42.171,,,,,,,,,,,,,,,,
14:09:42.418,,,,,,,,,,,,,,,,
14:09:42.798,,,,,,,,,,,,,,,,
14:09:42.798,,,,,,,,,,,,,,,,
14:09:43.003,,,,,,,,,,,,,,,,
14:09:43.195,,,,"91",,,,"1597","26",,"45",,,,,
14:09:43.390,,,,,,,,,,,,,,,,
14:09:43.656,,,,,,,,,,,,,,,,
14:09:43.847,,,,,,,,,,,,,,,,
14:09:44.023,,,,"91",,,,"1562","26",,"45",,,,,
14:09:44.185,,,,"91",,,,"1562","25",,"45",,,,,
14:09:44.362,,,,,,,,,,,,,,,,
14:09:44.624,,,,"91",,,,"1562","25",,"46",,,,,
14:09:44.812,,,,,,,,,,,,,,,,
14:09:44.989,,,,,,,,,,,,,,,,
14:09:45.151,,,,,,,,,,,,,,,,
14:09:45.967,,,,,,,,,,,,,,,,
14:09:46.216,,,,,,,,,,,,,,,,
14:09:47.002,,,,,,,,,,,,,,,,
14:09:47.002,,,,,,,,,,,,,,,,
14:09:47.165,,,,,,,,,,,,,,,,
14:09:47.340,,,,"90",,,,"1562","25",,"46",,,,,
14:09:47.504,,,,,,,,,,,,,,,,
14:09:47.775,,,,,,,,,,,,,,,,
14:09:47.967,,,,,,,,,,,,,,,,
14:09:48.143,,,,"90",,,,"1660","25",,"46",,,,,
14:09:48.305,,,,"90",,,,"1660","27",,"46",,,,,
14:09:48.481,,,,,,,,,,,,,,,,
14:09:48.744,,,,"90",,,,"1660","27",,"46",,,,,
14:09:48.823,,,,,,,,,,,,,,,,
14:09:48.895,,,,,,,,,,,,,,,,
14:09:48.963,,,,,,,,,,,,,,,,
14:09:49.233,,,,,,,,,,,,,,,,
14:09:49.466,,,,,,,,,,,,,,,,
14:09:49.731,,,,,,,,,,,,,,,,
14:09:49.731,,,,,,,,,,,,,,,,
14:09:49.803,,,,,,,,,,,,,,,,
14:09:49.876,,,,"90",,,,"1660","27",,"46",,,,,
14:09:49.941,,,,,,,,,,,,,,,,
14:09:50.022,,,,,,,,,,,,,,,,
14:09:50.085,,,,,,,,,,,,,,,,
14:09:50.158,,,,"90",,,,"1776","27",,"46",,,,,
14:09:50.223,,,,"90",,,,"1776","29",,"46",,,,,
14:09:50.295,,,,,,,,,,,,,,,,
14:09:50.367,,,,"90",,,,"1776","29",,"45",,,,,
14:09:50.440,,,,,,,,,,,,,,,,
14:09:50.514,,,,,,,,,,,,,,,,
14:09:50.580,,,,,,,,,,,,,,,,
14:09:50.856,,,,,,,,,,,,,,,,
14:09:51.101,,,,,,,,,,,,,,,,
14:09:51.456,,,,,,,,,,,,,,,,
14:09:51.456,,,,,,,,,,,,,,,,
14:09:51.525,,,,,,,,,,,,,,,,
14:09:51.595,,,,"90",,,,"1776","29",,"45",,,,,
14:09:51.667,,,,,,,,,,,,,,,,
14:09:51.739,,,,,,,,,,,,,,,,
14:09:51.812,,,,,,,,,,,,,,,,
14:09:51.876,,,,"90",,,,"1603","29",,"45",,,,,
14:09:51.948,,,,"90",,,,"1603","26",,"45",,,,,
14:09:52.020,,,,,,,,,,,,,,,,
14:09:52.088,,,,"90",,,,"1603","26",,"45",,,,,
14:09:52.158,,,,,,,,,,,,,,,,
14:09:52.228,,,,,,,,,,,,,,,,
14:09:52.301,,,,,,,,,,,,,,,,
14:09:52.580,,,,,,,,,,,,,,,,
14:09:52.829,,,,,,,,,,,,,,,,
14:09:53.116,,,,,,,,,,,,,,,,
14:09:53.116,,,,,,,,,,,,,,,,
14:09:53.188,,,,,,,,,,,,,,,,
14:09:53.256,,,,"90",,,,"1603","26",,"45",,,,,
14:09:53.321,,,,,,,,,,,,,,,,
14:09:53.393,,,,,,,,,,,,,,,,
14:09:53.460,,,,,,,,,,,,,,,,
14:09:53.531,,,,"90",,,,"1442","26",,"45",,,,,
14:09:53.604,,,,"90",,,,"1442","22",,"45",,,,,
14:09:53.675,,,,,,,,,,,,,,,,
14:09:53.748,,,,"90",,,,"1442","22",,"46",,,,,
14:09:53.813,,,,,,,,,,,,,,,,
14:09:53.885,,,,,,,,,,,,,,,,
14:09:53.956,,,,,,,,,,,,,,,,
14:09:54.240,,,,,,,,,,,,,,,,
14:09:54.481,,,,,,,,,,,,,,,,
14:09:54.765,,,,,,,,,,,,,,,,
14:09:54.765,,,,,,,,,,,,,,,,
14:09:54.837,,,,,,,,,,,,,,,,
14:09:54.905,,,,"90",,,,"1442","22",,"46",,,,,
14:09:54.976,,,,,,,,,,,,,,,,
14:09:55.048,,,,,,,,,,,,,,,,
14:09:55.120,,,,,,,,,,,,,,,,
14:09:55.189,,,,"90",,,,"1041","22",,"46",,,,,
14:09:55.255,,,,"90",,,,"1041","20",,"46",,,,,
14:09:55.328,,,,,,,,,,,,,,,,
14:09:55.396,,,,"90",,,,"1041","20",,"46",,,,,
14:09:55.468,,,,,,,,,,,,,,,,
14:09:55.544,,,,,,,,,,,,,,,,
14:09:55.607,,,,,,,,,,,,,,,,
14:09:56.374,,,,,,,,,,,,,,,,
14:09:56.846,,,,,,,,,,,,,,,,
14:09:57.612,,,,,,,,,,,,,,,,
14:09:57.612,,,,,,,,,,,,,,,,
14:09:57.811,,,,,,,,,,,,,,,,
14:09:57.972,,,,"90",,,,"1041","20",,"46",,,,,
14:09:58.156,,,,,,,,,,,,,,,,
14:09:58.318,,,,,,,,,,,,,,,,
14:09:58.584,,,,,,,,,,,,,,,,
14:09:58.791,,,,"90",,,,"1700","20",,"46",,,,,
14:09:58.944,,,,"90",,,,"1700","18",,"46",,,,,
14:09:59.153,,,,,,,,,,,,,,,,
14:09:59.344,,,,"90",,,,"1700","18",,"46",,,,,
14:09:59.543,,,,,,,,,,,,,,,,
14:09:59.846,,,,,,,,,,,,,,,,
14:10:00.007,,,,,,,,,,,,,,,,
14:10:00.943,,,,,,,,,,,,,,,,
14:10:01.315,,,,,,,,,,,,,,,,
14:10:01.912,,,,,,,,,,,,,,,,
14:10:01.912,,,,,,,,,,,,,,,,
14:10:01.981,,,,,,,,,,,,,,,,
14:10:02.052,,,,"90",,,,"1700","18",,"46",,,,,
14:10:02.124,,,,,,,,,,,,,,,,
14:10:02.196,,,,,,,,,,,,,,,,
14:10:02.265,,,,,,,,,,,,,,,,
14:10:02.332,,,,"90",,,,"1020","18",,"46",,,,,
14:10:02.412,,,,"90",,,,"1020","8",,"46",,,,,
14:10:02.476,,,,,,,,,,,,,,,,
14:10:02.548,,,,"90",,,,"1020","8",,"46",,,,,
14:10:02.666,,,,,,,,,,,,,,,,
14:10:02.691,,,,,,,,,,,,,,,,
14:10:02.754,,,,,,,,,,,,,,,,
14:10:03.037,,,,,,,,,,,,,,,,
14:10:03.285,,,,,,,,,,,,,,,,
14:10:03.552,,,,,,,,,,,,,,,,
14:10:03.552,,,,,,,,,,,,,,,,
14:10:03.628,,,,,,,,,,,,,,,,
14:10:03.692,,,,"90",,,,"1020","8",,"46",,,,,
14:10:03.765,,,,,,,,,,,,,,,,
14:10:03.832,,,,,,,,,,,,,,,,
14:10:03.919,,,,,,,,,,,,,,,,
14:10:03.983,,,,"90",,,,"932","8",,"46",,,,,
14:10:04.068,,,,"90",,,,"932","4",,"46",,,,,
14:10:04.121,,,,,,,,,,,,,,,,
14:10:04.185,,,,"90",,,,"932","4",,"46",,,,,
14:10:04.262,,,,,,,,,,,,,,,,
14:10:04.332,,,,,,,,,,,,,,,,
14:10:04.406,,,,,,,,,,,,,,,,
14:10:04.688,,,,,,,,,,,,,,,,
14:10:04.935,,,,,,,,,,,,,,,,
14:10:05.219,,,,,,,,,,,,,,,,
14:10:05.219,,,,,,,,,,,,,,,,
14:10:05.299,,,,,,,,,,,,,,,,
14:10:05.364,,,,"90",,,,"932","4",,"46",,,,,
14:10:05.437,,,,,,,,,,,,,,,,
14:10:05.554,,,,,,,,,,,,,,,,
14:10:05.573,,,,,,,,,,,,,,,,
14:10:05.647,,,,"90",,,,"975","4",,"46",,,,,
14:10:05.712,,,,"90",,,,"975","0",,"46",,,,,
14:10:05.786,,,,,,,,,,,,,,,,
14:10:05.870,,,,"90",,,,"975","0",,"47",,,,,
14:10:05.925,,,,,,,,,,,,,,,,
14:10:06.006,,,,,,,,,,,,,,,,
14:10:06.068,,,,,,,,,,,,,,,,
14:10:06.349,,,,,,,,,,,,,,,,
14:10:06.593,,,,,,,,,,,,,,,,
14:10:06.903,,,,,,,,,,,,,,,,
14:10:06.903,,,,,,,,,,,,,,,,
14:10:06.980,,,,,,,,,,,,,,,,
14:10:07.043,,,,"90",,,,"975","0",,"47",,,,,
14:10:07.113,,,,,,,,,,,,,,,,
14:10:07.186,,,,,,,,,,,,,,,,
14:10:07.264,,,,,,,,,,,,,,,,
14:10:07.336,,,,"90",,,,"893","0",,"47",,,,,
14:10:07.408,,,,"90",,,,"893","0",,"47",,,,,
14:10:07.473,,,,,,,,,,,,,,,,
14:10:07.545,,,,"90",,,,"893","0",,"47",,,,,
14:10:07.623,,,,,,,,,,,,,,,,
14:10:07.684,,,,,,,,,,,,,,,,
14:10:07.758,,,,,,,,,,,,,,,,
14:10:08.037,,,,,,,,,,,,,,,,
14:10:08.280,,,,,,,,,,,,,,,,
14:10:08.768,,,,,,,,,,,,,,,,
14:10:08.768,,,,,,,,,,,,,,,,
14:10:08.986,,,,,,,,,,,,,,,,
14:10:09.175,,,,"90",,,,"893","0",,"47",,,,,
14:10:09.373,,,,,,,,,,,,,,,,
14:10:09.640,,,,,,,,,,,,,,,,
14:10:09.837,,,,,,,,,,,,,,,,
14:10:09.999,,,,"90",,,,"904","0",,"47",,,,,
14:10:10.182,,,,"90",,,,"904","0",,"47",,,,,
14:10:10.344,,,,,,,,,,,,,,,,
14:10:10.603,,,,"90",,,,"904","0",,"47",,,,,
14:10:10.795,,,,,,,,,,,,,,,,
14:10:10.971,,,,,,,,,,,,,,,,
14:10:11.133,,,,,,,,,,,,,,,,
14:10:11.929,,,,,,,,,,,,,,,,
14:10:12.187,,,,,,,,,,,,,,,,
14:10:12.964,,,,,,,,,,,,,,,,
14:10:12.964,,,,,,,,,,,,,,,,
14:10:13.140,,,,,,,,,,,,,,,,
14:10:13.302,,,,"91",,,,"904","0",,"47",,,,,
14:10:13.618,,,,,,,,,,,,,,,,
14:10:13.781,,,,,,,,,,,,,,,,
14:10:13.944,,,,,,,,,,,,,,,,
14:10:14.105,,,,"91",,,,"907","0",,"47",,,,,
14:10:14.267,,,,"91",,,,"907","0",,"47",,,,,
14:10:14.443,,,,,,,,,,,,,,,,
14:10:14.709,,,,"91",,,,"907","0",,"47",,,,,
14:10:14.785,,,,,,,,,,,,,,,,
14:10:14.857,,,,,,,,,,,,,,,,
14:10:14.933,,,,,,,,,,,,,,,,
14:10:15.213,,,,,,,,,,,,,,,,
14:10:15.458,,,,,,,,,,,,,,,,
14:10:15.723,,,,,,,,,,,,,,,,
14:10:15.723,,,,,,,,,,,,,,,,
14:10:15.797,,,,,,,,,,,,,,,,
14:10:15.873,,,,"91",,,,"907","0",,"47",,,,,
14:10:15.945,,,,,,,,,,,,,,,,
14:10:16.017,,,,,,,,,,,,,,,,
14:10:16.089,,,,,,,,,,,,,,,,
14:10:16.161,,,,"91",,,,"902","0",,"47",,,,,
14:10:16.226,,,,"91",,,,"902","0",,"47",,,,,
14:10:16.299,,,,,,,,,,,,,,,,
14:10:16.370,,,,"91",,,,"902","0",,"47",,,,,
14:10:16.448,,,,,,,,,,,,,,,,
14:10:16.521,,,,,,,,,,,,,,,,
14:10:16.594,,,,,,,,,,,,,,,,
14:10:16.869,,,,,,,,,,,,,,,,
14:10:17.117,,,,,,,,,,,,,,,,
14:10:17.403,,,,,,,,,,,,,,,,
14:10:17.403,,,,,,,,,,,,,,,,
14:10:17.474,,,,,,,,,,,,,,,,
14:10:17.539,,,,"92",,,,"902","0",,"47",,,,,
14:10:17.605,,,,,,,,,,,,,,,,
14:10:17.679,,,,,,,,,,,,,,,,
14:10:17.750,,,,,,,,,,,,,,,,
14:10:17.829,,,,"92",,,,"898","0",,"47",,,,,
14:10:17.894,,,,"92",,,,"898","0",,"47",,,,,
14:10:17.966,,,,,,,,,,,,,,,,
14:10:18.040,,,,"92",,,,"898","0",,"47",,,,,
14:10:18.105,,,,,,,,,,,,,,,,
14:10:18.176,,,,,,,,,,,,,,,,
14:10:18.253,,,,,,,,,,,,,,,,
14:10:18.528,,,,,,,,,,,,,,,,
14:10:18.772,,,,,,,,,,,,,,,,
14:10:19.052,,,,,,,,,,,,,,,,
14:10:19.052,,,,,,,,,,,,,,,,
14:10:19.124,,,,,,,,,,,,,,,,
14:10:19.197,,,,"92",,,,"898","0",,"47",,,,,
14:10:19.260,,,,,,,,,,,,,,,,
14:10:19.332,,,,,,,,,,,,,,,,
14:10:19.411,,,,,,,,,,,,,,,,
14:10:19.478,,,,"92",,,,"903","0",,"47",,,,,
14:10:19.550,,,,"92",,,,"903","0",,"47",,,,,
14:10:19.622,,,,,,,,,,,,,,,,
14:10:19.697,,,,"92",,,,"903","0",,"47",,,,,
14:10:19.761,,,,,,,,,,,,,,,,
14:10:19.837,,,,,,,,,,,,,,,,
14:10:19.901,,,,,,,,,,,,,,,,
14:10:20.186,,,,,,,,,,,,,,,,
14:10:20.429,,,,,,,,,,,,,,,,
14:10:20.714,,,,,,,,,,,,,,,,
14:10:20.714,,,,,,,,,,,,,,,,
14:10:20.781,,,,,,,,,,,,,,,,
14:10:20.854,,,,"92",,,,"903","0",,"47",,,,,
14:10:20.925,,,,,,,,,,,,,,,,
14:10:20.997,,,,,,,,,,,,,,,,
14:10:21.066,,,,,,,,,,,,,,,,
14:10:21.137,,,,"92",,,,"895","0",,"47",,,,,
14:10:21.210,,,,"92",,,,"895","0",,"47",,,,,
14:10:21.275,,,,,,,,,,,,,,,,
14:10:21.350,,,,"92",,,,"895","0",,"47",,,,,
14:10:21.419,,,,,,,,,,,,,,,,
14:10:21.486,,,,,,,,,,,,,,,,
14:10:21.557,,,,,,,,,,,,,,,,
14:10:22.173,,,,,,,,,,,,,,,,
14:10:22.545,,,,,,,,,,,,,,,,
14:10:23.336,,,,,,,,,,,,,,,,
14:10:23.336,,,,,,,,,,,,,,,,
14:10:23.604,,,,,,,,,,,,,,,,
14:10:23.801,,,,"92",,,,"895","0",,"47",,,,,
14:10:23.907,,,,,,,,,,,,,,,,
14:10:24.069,,,,,,,,,,,,,,,,
14:10:24.231,,,,,,,,,,,,,,,,
14:10:24.513,,,,"92",,,,"895","0",,"47",,,,,
14:10:24.718,,,,"92",,,,"895","0",,"47",,,,,
14:10:24.893,,,,,,,,,,,,,,,,
14:10:25.111,,,,"92",,,,"895","0",,"48",,,,,
14:10:25.268,,,,,,,,,,,,,,,,
14:10:25.470,,,,,,,,,,,,,,,,
14:10:25.732,,,,,,,,,,,,,,,,
14:10:26.428,,,,,,,,,,,,,,,,
14:10:26.772,,,,,,,,,,,,,,,,
14:10:27.674,,,,,,,,,,,,,,,,
14:10:27.674,,,,,,,,,,,,,,,,
14:10:27.749,,,,,,,,,,,,,,,,
14:10:27.821,,,,"93",,,,"895","0",,"48",,,,,
14:10:27.886,,,,,,,,,,,,,,,,
14:10:27.958,,,,,,,,,,,,,,,,
14:10:28.037,,,,,,,,,,,,,,,,
14:10:28.102,,,,"93",,,,"888","0",,"48",,,,,
14:10:28.174,,,,"93",,,,"888","0",,"48",,,,,
14:10:28.239,,,,,,,,,,,,,,,,
14:10:28.309,,,,"93",,,,"888","0",,"48",,,,,
14:10:28.393,,,,,,,,,,,,,,,,
14:10:28.458,,,,,,,,,,,,,,,,
14:10:28.530,,,,,,,,,,,,,,,,
14:10:28.804,,,,,,,,,,,,,,,,
14:10:29.048,,,,,,,,,,,,,,,,
14:10:29.306,,,,,,,,,,,,,,,,
14:10:29.306,,,,,,,,,,,,,,,,
14:10:29.378,,,,,,,,,,,,,,,,
14:10:29.443,,,,"93",,,,"888","0",,"48",,,,,
14:10:29.515,,,,,,,,,,,,,,,,
14:10:29.580,,,,,,,,,,,,,,,,
14:10:29.644,,,,,,,,,,,,,,,,
14:10:29.702,,,,"93",,,,"895","0",,"48",,,,,
14:10:29.790,,,,"93",,,,"895","0",,"48",,,,,
14:10:29.850,,,,,,,,,,,,,,,,
14:10:29.929,,,,"93",,,,"895","0",,"48",,,,,
14:10:29.993,,,,,,,,,,,,,,,,
14:10:30.069,,,,,,,,,,,,,,,,
14:10:30.143,,,,,,,,,,,,,,,,
14:10:30.426,,,,,,,,,,,,,,,,
14:10:30.676,,,,,,,,,,,,,,,,
14:10:30.974,,,,,,,,,,,,,,,,
14:10:30.974,,,,,,,,,,,,,,,,
14:10:31.038,,,,,,,,,,,,,,,,
14:10:31.098,,,,"94",,,,"895","0",,"48",,,,,
14:10:31.171,,,,,,,,,,,,,,,,
14:10:31.238,,,,,,,,,,,,,,,,
14:10:31.318,,,,,,,,,,,,,,,,
14:10:31.378,,,,"94",,,,"897","0",,"48",,,,,
14:10:31.457,,,,"94",,,,"897","0",,"48",,,,,
14:10:31.521,,,,,,,,,,,,,,,,
14:10:31.598,,,,"94",,,,"897","0",,"48",,,,,
14:10:31.662,,,,,,,,,,,,,,,,
14:10:31.734,,,,,,,,,,,,,,,,
14:10:31.806,,,,,,,,,,,,,,,,
14:10:32.095,,,,,,,,,,,,,,,,
14:10:32.352,,,,,,,,,,,,,,,,
14:10:32.627,,,,,,,,,,,,,,,,
14:10:32.627,,,,,,,,,,,,,,,,
14:10:32.699,,,,,,,,,,,,,,,,
14:10:32.766,,,,"94",,,,"897","0",,"48",,,,,
14:10:32.840,,,,,,,,,,,,,,,,
14:10:32.907,,,,,,,,,,,,,,,,
14:10:32.991,,,,,,,,,,,,,,,,
14:10:33.050,,,,"94",,,,"903","0",,"48",,,,,
14:10:33.128,,,,"94",,,,"903","0",,"48",,,,,
14:10:33.199,,,,,,,,,,,,,,,,
14:10:33.267,,,,"94",,,,"903","0",,"48",,,,,
14:10:33.338,,,,,,,,,,,,,,,,
14:10:33.410,,,,,,,,,,,,,,,,
14:10:33.489,,,,,,,,,,,,,,,,
14:10:33.760,,,,,,,,,,,,,,,,
14:10:34.011,,,,,,,,,,,,,,,,
14:10:34.346,,,,,,,,,,,,,,,,
14:10:34.346,,,,,,,,,,,,,,,,
14:10:34.411,,,,,,,,,,,,,,,,
14:10:34.482,,,,"94",,,,"903","0",,"48",,,,,
14:10:34.551,,,,,,,,,,,,,,,,
14:10:34.623,,,,,,,,,,,,,,,,
14:10:34.786,,,,,,,,,,,,,,,,
14:10:34.984,,,,"94",,,,"896","0",,"48",,,,,
14:10:35.173,,,,"94",,,,"896","0",,"48",,,,,
